n,u_n,v_n,w_n,abs_s_n,is_prime
577,0.9999999999999982,6.042329870404365e-8,0,1,1
578,3,3.769911184307752e-9,0,3,0
579,1.9999999999999998,2.0525072003453314e-8,0,1.9999999999999998,0
580,4,3.979350694547071e-9,0,4,0
581,2,9.42477796076938e-9,0,2,0
582,3,1.0681415022205298e-8,0,3,0
583,2,6.7020643276582264e-9,0,2,0
584,4,8.272860654453122e-9,0,4,0
585,4,2.5132741228718347e-9,0,4,0
586,1.9999999999999996,3.0892327760299624e-8,0,1.9999999999999996,0
587,0.9999999999999981,6.147049625524024e-8,0,0.9999999999999999,1
588,5,2.1991148575128553e-9,0,5,0
589,2,5.235987755982989e-9,0,2,0
590,3,6.911503837897545e-9,0,3,0
591,1.9999999999999998,2.0943951023931953e-8,0,1.9999999999999998,0
592,5,4.71238898038469e-9,0,5,0
593,0.9999999999999981,6.209881478595821e-8,0,0.9999999999999999,1
594,5,2.303834612632515e-9,0,5,0
595,3,3.0368728984701338e-9,0,3,0
596,3,1.6022122533307947e-8,0,3,0
597,1.9999999999999998,2.1153390534171272e-8,0,1.9999999999999998,0
598,3,3.979350694547071e-9,0,3,0
599,0.999999999999998,6.272713331667617e-8,0,1,1
600,6,1.9896753472735356e-9,0,6,0
601,0.999999999999998,6.293657282691549e-8,0,1,1
602,3,5.445427266222309e-9,0,3,0
603,3,7.644542123735163e-9,0,3,0
604,3,1.6231562043547266e-8,0,3,0
605,3,2.827433388230814e-9,0,3,0
606,3,1.1100294042683937e-8,0,3,0
607,0.999999999999998,6.356489135763345e-8,0,1,1
608,6,3.0368728984701334e-9,0,6,0
609,3,4.084070449666731e-9,0,3,0
610,3,7.120943348136865e-9,0,3,0
611,2,6.283185307179587e-9,0,2,0
612,5,2.827433388230814e-9,0,5,0
613,0.9999999999999979,6.41932098883514e-8,0,0.9999999999999999,1
614,1.9999999999999996,3.235840433197486e-8,0,1.9999999999999996,0
615,3,5.131268000863329e-9,0,3,0
616,5,2.5132741228718347e-9,0,5,0
617,0.9999999999999979,6.461208890883005e-8,0,0.9999999999999999,1
618,3,1.1309733552923257e-8,0,3,0
619,0.9999999999999979,6.482152841906936e-8,0,0.9999999999999999,1
620,4,4.188790204786391e-9,0,4,0
621,4,3.351032163829113e-9,0,4,0
622,1.9999999999999996,3.27772833524535e-8,0,1.9999999999999996,0
623,2,1.0053096491487339e-8,0,2,0
624,6,2.5132741228718347e-9,0,6,0
625,4,2.0943951023931954e-9,0,4,0
626,1.9999999999999996,3.298672286269282e-8,0,1.9999999999999996,0
627,3,3.4557519189487726e-9,0,3,0
628,3,1.6859880574265225e-8,0,3,0
629,2,5.6548667764616275e-9,0,2,0
630,5,2.0943951023931954e-9,0,5,0
631,0.9999999999999978,6.607816548050527e-8,0,1,1
632,4,8.901179185171081e-9,0,4,0
633,1.9999999999999998,2.2410027595607187e-8,0,1.9999999999999998,0
634,1.9999999999999996,3.340560188317146e-8,0,1.9999999999999996,0
635,2,1.382300767579509e-8,0,2,0
636,4,6.283185307179587e-9,0,4,0
637,3,2.827433388230814e-9,0,3,0
638,3,4.3982297150257105e-9,0,3,0
639,3,8.063421144213802e-9,0,3,0
640,8,1.9896753472735356e-9,0,8,0
641,0.9999999999999978,6.712536303170186e-8,0,1,1
642,3,1.1728612573401894e-8,0,3,0
643,0.9999999999999978,6.733480254194118e-8,0,1,1
644,4,3.5604716740684324e-9,0,4,0
645,3,5.340707511102649e-9,0,3,0
646,3,3.979350694547071e-9,0,3,0
647,0.9999999999999977,6.775368156241983e-8,0,0.9999999999999999,1
648,7,1.8849555921538762e-9,0,7,0
649,2,7.330382858376184e-9,0,2,0
650,4,2.6179938779914945e-9,0,4,0
651,3,4.293509959906051e-9,0,3,0
652,3,1.7488199104983184e-8,0,3,0
653,0.9999999999999977,6.838200009313778e-8,0,0.9999999999999999,1
654,3,1.1938052083641214e-8,0,3,0
655,2,1.424188669627373e-8,0,2,0
656,5,5.131268000863329e-9,0,5,0
657,3,8.272860654453122e-9,0,3,0
658,3,5.864306286700948e-9,0,3,0
659,0.9999999999999977,6.901031862385574e-8,0,0.9999999999999999,1
660,5,2.408554367752175e-9,0,5,0
661,0.9999999999999976,6.921975813409506e-8,0,1,1
662,1.9999999999999996,3.487167845484669e-8,0,1.9999999999999996,0
663,3,3.455751918948773e-9,0,3,0
664,4,9.32005820564972e-9,0,4,0
665,3,3.246312408709453e-9,0,3,0
666,4,4.71238898038469e-9,0,4,0
667,2,5.445427266222309e-9,0,2,0
668,3,1.7907078125461823e-8,0,3,0
669,1.9999999999999998,2.3666664657043105e-8,0,1.9999999999999998,0
670,3,7.749261878854823e-9,0,3,0
671,2,7.539822368615503e-9,0,2,0
672,7,2.0943951023931954e-9,0,7,0
673,0.9999999999999976,7.047639519553097e-8,0,1,1
674,1.9999999999999993,3.5499996985564655e-8,0,1.9999999999999993,0
675,5,1.9896753472735356e-9,0,5,0
676,4,3.1415926535897936e-9,0,4,0
677,0.9999999999999974,7.089527421600962e-8,0,0.9999999999999999,1
678,3,1.2356931104119853e-8,0,3,0
679,2,1.0890854532444617e-8,0,2,0
680,5,2.932153143350474e-9,0,5,0
681,1.9999999999999996,2.4085543677521744e-8,0,1.9999999999999996,0
682,3,4.60766922526503e-9,0,3,0
683,0.9999999999999974,7.152359274672756e-8,0,0.9999999999999999,1
684,5,3.0368728984701334e-9,0,5,0
685,2,1.4870205226991689e-8,0,2,0
686,4,2.4085543677521745e-9,0,4,0
687,1.9999999999999996,2.4294983187761064e-8,0,1.9999999999999996,0
688,5,5.340707511102649e-9,0,5,0
689,2,6.911503837897546e-9,0,2,0
690,4,3.4557519189487726e-9,0,4,0
691,0.9999999999999973,7.236135078768484e-8,0,1,1
692,3,1.853539665617978e-8,0,3,0
693,4,2.5132741228718347e-9,0,4,0
694,1.9999999999999993,3.654719453676125e-8,0,1.9999999999999998,0
695,2,1.5079644737231007e-8,0,2,0
696,5,3.979350694547071e-9,0,5,0
697,2,6.073745796940267e-9,0,2,0
698,1.9999999999999993,3.675663404700057e-8,0,1.9999999999999998,0
699,1.9999999999999996,2.4713862208239703e-8,0,1.9999999999999996,0
700,5,2.1991148575128553e-9,0,5,0
701,0.9999999999999973,7.340854833888144e-8,0,1,1
702,5,2.5132741228718347e-9,0,5,0
703,2,5.864306286700947e-9,0,2,0
704,7,2.408554367752175e-9,0,7,0
705,3,5.759586531581288e-9,0,3,0
706,1.9999999999999993,3.717551306747921e-8,0,1.9999999999999998,0
707,2,1.1309733552923257e-8,0,2,0
708,4,6.911503837897545e-9,0,4,0
709,0.9999999999999972,7.424630637983872e-8,0,0.9999999999999999,1
710,3,8.168140899333462e-9,0,3,0
711,3,8.901179185171081e-9,0,3,0
712,4,9.948376736367679e-9,0,4,0
713,2,5.654866776461628e-9,0,2,0
714,4,3.0368728984701338e-9,0,4,0
715,3,3.0368728984701338e-9,0,3,0
716,3,1.9163715186897738e-8,0,3,0
717,1.9999999999999996,2.5342180738957662e-8,0,1.9999999999999996,0
718,1.9999999999999993,3.780383159819717e-8,0,1.9999999999999998,0
719,0.9999999999999971,7.529350393103532e-8,0,1,1
720,7,1.9896753472735356e-9,0,7,0
721,2,1.1519173063162576e-8,0,2,0
722,3,4.188790204786391e-9,0,3,0
723,1.9999999999999996,2.555162024919698e-8,0,1.9999999999999996,0
724,3,1.9373154697137057e-8,0,3,0
725,3,4.084070449666731e-9,0,3,0
726,4,2.827433388230814e-9,0,4,0
727,0.9999999999999971,7.613126197199257e-8,0,1,1
728,5,2.7227136331111543e-9,0,5,0
729,6,1.8849555921538762e-9,0,6,0
730,3,8.377580409572782e-9,0,3,0
731,2,6.283185307179586e-9,0,2,0
732,4,7.120943348136865e-9,0,4,0
733,0.999999999999997,7.675958050271054e-8,0,0.9999999999999999,1
734,1.9999999999999991,3.8641589639154446e-8,0,1.9999999999999996,0
735,4,2.303834612632515e-9,0,4,0
736,6,3.4557519189487726e-9,0,6,0
737,2,8.168140899333462e-9,0,2,0
738,4,5.131268000863329e-9,0,4,0
739,0.999999999999997,7.73878990334285e-8,0,0.9999999999999999,1
740,4,4.81710873550435e-9,0,4,0
741,3,3.6651914291880922e-9,0,3,0
742,3,6.492624817418907e-9,0,3,0
743,0.999999999999997,7.780677805390713e-8,0,0.9999999999999999,1
744,5,4.188790204786391e-9,0,5,0
745,2,1.6126842288427605e-8,0,2,0
746,1.9999999999999991,3.92699081698724e-8,0,1.9999999999999996,0
747,3,9.32005820564972e-9,0,3,0
748,4,3.351032163829113e-9,0,4,0
749,2,1.1938052083641214e-8,0,2,0
750,5,2.0943951023931954e-9,0,5,0
751,0.9999999999999969,7.86445360948644e-8,0,1,1
752,5,5.759586531581288e-9,0,5,0
753,1.9999999999999996,2.659881780039358e-8,0,1.9999999999999996,0
754,3,4.60766922526503e-9,0,3,0
755,2,1.6336281798666924e-8,0,2,0
756,6,2.0943951023931954e-9,0,6,0
757,0.9999999999999969,7.927285462558237e-8,0,1,1
758,1.9999999999999991,3.989822670059036e-8,0,1.9999999999999996,0
759,3,3.8746309394274115e-9,0,3,0
760,5,3.141592653589793e-9,0,5,0
761,0.9999999999999968,7.969173364606101e-8,0,0.9999999999999999,1
762,3,1.382300767579509e-8,0,3,0
763,2,1.2147491593880533e-8,0,2,0
764,3,2.0420352248333655e-8,0,3,0
765,4,2.932153143350474e-9,0,4,0
766,1.9999999999999991,4.0317105721069e-8,0,1.9999999999999996,0
767,2,7.539822368615503e-9,0,2,0
768,9,1.989675347273536e-9,0,9,0
769,0.9999999999999968,8.052949168701827e-8,0,0.9999999999999999,1
770,4,2.6179938779914945e-9,0,4,0
771,1.9999999999999996,2.7227136331111535e-8,0,1.9999999999999996,0
772,3,2.0629791758572975e-8,0,3,0
773,0.9999999999999967,8.094837070749692e-8,0,1,1
774,4,5.340707511102649e-9,0,4,0
775,3,4.293509959906051e-9,0,3,0
776,4,1.0786134777324958e-8,0,4,0
777,3,4.92182849062401e-9,0,3,0
778,1.9999999999999991,4.094542425178695e-8,0,1.9999999999999996,0
779,2,6.283185307179586e-9,0,2,0
780,5,2.6179938779914945e-9,0,5,0
781,2,8.587019919812101e-9,0,2,0
782,3,4.3982297150257105e-9,0,3,0
783,4,3.979350694547071e-9,0,4,0
784,6,2.303834612632515e-9,0,6,0
785,2,1.6964600329384883e-8,0,2,0
786,3,1.424188669627373e-8,0,3,0
787,0.9999999999999966,8.241444727917215e-8,0,0.9999999999999999,1
788,3,2.1048670779051614e-8,0,3,0
789,1.9999999999999996,2.7855454861829494e-8,0,1.9999999999999996,0
790,3,9.00589894029074e-9,0,3,0
791,2,1.2566370614359173e-8,0,2,0
792,6,2.408554367752175e-9,0,6,0
793,2,7.749261878854823e-9,0,2,0
794,1.9999999999999991,4.178318229274423e-8,0,1.9999999999999996,0
795,3,6.387905062299247e-9,0,3,0
796,3,2.1258110289290934e-8,0,3,0
797,0.9999999999999966,8.346164483036875e-8,0,0.9999999999999999,1
798,4,3.246312408709453e-9,0,4,0
799,2,6.702064327658226e-9,0,2,0
800,7,2.0943951023931954e-9,0,7,0
801,3,9.948376736367679e-9,0,3,0
802,1.9999999999999991,4.220206131322287e-8,0,1.9999999999999996,0
803,2,8.796459430051421e-9,0,2,0
804,4,7.749261878854823e-9,0,4,0
805,3,3.6651914291880922e-9,0,3,0
806,3,4.81710873550435e-9,0,3,0
807,1.9999999999999996,2.8483773392547453e-8,0,1.9999999999999996,0
808,4,1.1205013797803597e-8,0,4,0
809,0.9999999999999964,8.471828189180465e-8,0,1,1
810,6,1.9896753472735356e-9,0,6,0
811,0.9999999999999964,8.492772140204397e-8,0,1,1
812,4,4.188790204786391e-9,0,4,0
813,1.9999999999999996,2.8693212902786772e-8,0,1.9999999999999996,0
814,3,5.235987755982989e-9,0,3,0
815,2,1.7592918860102842e-8,0,2,0
816,6,2.932153143350474e-9,0,6,0
817,2,6.492624817418906e-9,0,2,0
818,1.9999999999999991,4.303981935418015e-8,0,1.9999999999999996,0
819,4,2.7227136331111543e-9,0,4,0
820,4,5.235987755982989e-9,0,4,0
821,0.9999999999999963,8.597491895324056e-8,0,0.9999999999999999,1
822,3,1.4870205226991689e-8,0,3,0
823,0.9999999999999963,8.618435846347989e-8,0,0.9999999999999999,1
824,4,1.1414453308042916e-8,0,4,0
825,4,2.5132741228718347e-9,0,4,0
826,3,7.120943348136864e-9,0,3,0
827,0.9999999999999962,8.660323748395853e-8,0,1,1
828,5,3.4557519189487726e-9,0,5,0
829,0.9999999999999962,8.681267699419784e-8,0,1,1
830,3,9.42477796076938e-9,0,3,0
831,1.9999999999999996,2.932153143350473e-8,0,1.9999999999999996,0
832,7,2.6179938779914945e-9,0,7,0
833,3,3.246312408709453e-9,0,3,0
834,3,1.5079644737231007e-8,0,3,0
835,2,1.801179788058148e-8,0,2,0
836,4,3.560471674068432e-9,0,4,0
837,4,4.188790204786391e-9,0,4,0
838,1.9999999999999991,4.408701690537675e-8,0,1.9999999999999996,0
839,0.9999999999999961,8.785987454539443e-8,0,0.9999999999999999,1
840,6,2.1991148575128553e-9,0,6,0
841,2,6.073745796940267e-9,0,2,0
842,1.9999999999999991,4.4296456415616066e-8,0,1.9999999999999996,0
843,1.9999999999999996,2.974041045398337e-8,0,1.9999999999999996,0
844,3,2.251474735072685e-8,0,3,0
845,3,3.246312408709453e-9,0,3,0
846,4,5.759586531581288e-9,0,4,0
847,3,3.0368728984701334e-9,0,3,0
848,5,6.387905062299247e-9,0,5,0
849,1.9999999999999996,2.994984996422269e-8,0,1.9999999999999996,0
850,4,3.0368728984701338e-9,0,4,0
851,2,6.283185307179586e-9,0,2,0
852,4,8.168140899333462e-9,0,4,0
853,0.999999999999996,8.932595111706966e-8,0,1,1
854,3,7.330382858376184e-9,0,3,0
855,4,3.141592653589793e-9,0,4,0
856,4,1.1833332328521554e-8,0,4,0
857,0.999999999999996,8.974483013754831e-8,0,1,1
858,4,3.0368728984701338e-9,0,4,0
859,0.999999999999996,8.995426964778763e-8,0,1,1
860,4,5.445427266222309e-9,0,4,0
861,3,5.340707511102649e-9,0,3,0
862,1.9999999999999991,4.534365396681267e-8,0,1.9999999999999996,0
863,0.9999999999999959,9.037314866826627e-8,0,0.9999999999999999,1
864,8,1.989675347273536e-9,0,8,0
865,2,1.8640116411299437e-8,0,2,0
866,1.9999999999999991,4.5553093477051984e-8,0,1.9999999999999996,0
867,3,3.8746309394274115e-9,0,3,0
868,4,4.3982297150257105e-9,0,4,0
869,2,9.42477796076938e-9,0,2,0
870,4,4.084070449666731e-9,0,4,0
871,2,8.377580409572782e-9,0,2,0
872,4,1.2042771838760874e-8,0,4,0
873,3,1.0786134777324958e-8,0,3,0
874,3,4.60766922526503e-9,0,3,0
875,4,2.303834612632515e-9,0,4,0
876,4,8.377580409572782e-9,0,4,0
877,0.9999999999999958,9.183922523994149e-8,0,1,1
878,1.999999999999999,4.6181412007769946e-8,0,1.9999999999999993,0
879,1.9999999999999996,3.0997047515419285e-8,0,1.9999999999999996,0
880,6,2.5132741228718347e-9,0,6,0
881,0.9999999999999958,9.225810426042013e-8,0,1,1
882,5,2.303834612632515e-9,0,5,0
883,0.9999999999999957,9.246754377065946e-8,0,0.9999999999999999,1
884,4,3.5604716740684324e-9,0,4,0
885,3,7.016223593017205e-9,0,3,0
886,1.999999999999999,4.660029102824858e-8,0,1.9999999999999993,0
887,0.9999999999999957,9.288642279113809e-8,0,0.9999999999999999,1
888,5,4.81710873550435e-9,0,5,0
889,2,1.403244718603441e-8,0,2,0
890,3,1.0053096491487339e-8,0,3,0
891,5,2.408554367752175e-9,0,5,0
892,3,2.3771384412162766e-8,0,3,0
893,2,6.911503837897545e-9,0,2,0
894,3,1.6126842288427605e-8,0,3,0
895,1.9999999999999998,1.9268434942017396e-8,0,1.9999999999999998,0
896,8,2.1991148575128553e-9,0,8,0
897,3,4.084070449666731e-9,0,3,0
898,1.999999999999999,4.7228609558966535e-8,0,1.9999999999999993,0
899,2,6.283185307179586e-9,0,2,0
900,6,2.0943951023931954e-9,0,6,0
901,2,7.3303828583761845e-9,0,2,0
902,3,5.654866776461628e-9,0,3,0
903,3,5.5501470213419685e-9,0,3,0
904,4,1.2461650859239513e-8,0,4,0
905,1.9999999999999998,1.9477874452256715e-8,0,1.9999999999999998,0
906,3,1.6336281798666924e-8,0,3,0
907,0.9999999999999954,9.498081789353126e-8,0,0.9999999999999999,1
908,2.9999999999999996,2.4190263432641405e-8,0,2.9999999999999996,0
909,3,1.1205013797803597e-8,0,3,0
910,4,2.827433388230814e-9,0,4,0
911,0.9999999999999954,9.539969691400991e-8,0,0.9999999999999999,1
912,6,3.141592653589793e-9,0,6,0
913,2,9.84365698124802e-9,0,2,0
914,1.999999999999999,4.806636759992381e-8,0,1.9999999999999993,0
915,3,7.225663103256525e-9,0,3,0
916,2.9999999999999996,2.4399702942880725e-8,0,2.9999999999999996,0
917,2,1.445132620651305e-8,0,2,0
918,5,2.932153143350474e-9,0,5,0
919,0.9999999999999953,9.623745495496719e-8,0,1,1
920,5,3.5604716740684324e-9,0,5,0
921,1.9999999999999996,3.246312408709452e-8,0,1.9999999999999996,0
922,1.999999999999999,4.848524662040245e-8,0,1.9999999999999993,0
923,2,8.796459430051421e-9,0,2,0
924,5,2.6179938779914945e-9,0,5,0
925,3,4.92182849062401e-9,0,3,0
926,1.9999999999999987,4.8694686130641775e-8,0,1.9999999999999991,0
927,3,1.1414453308042916e-8,0,3,0
928,6,4.084070449666731e-9,0,6,0
929,0.9999999999999952,9.728465250616378e-8,0,0.9999999999999999,1
930,4,4.293509959906051e-9,0,4,0
931,3,3.455751918948772e-9,0,3,0
932,2.9999999999999996,2.4818581963359364e-8,0,2.9999999999999996,0
933,1.9999999999999996,3.288200310757316e-8,0,1.9999999999999996,0
934,1.9999999999999987,4.9113565151120415e-8,0,1.9999999999999991,0
935,3,3.4557519189487726e-9,0,3,0
936,6,2.6179938779914945e-9,0,6,0
937,0.9999999999999952,9.812241054712106e-8,0,0.9999999999999999,1
938,3,7.958701389094143e-9,0,3,0
939,1.9999999999999996,3.309144261781248e-8,0,1.9999999999999996,0
940,4,5.864306286700948e-9,0,4,0
941,0.9999999999999951,9.854128956759969e-8,0,1,1
942,3,1.6964600329384883e-8,0,3,0
943,2,6.702064327658226e-9,0,2,0
944,5,7.016223593017205e-9,0,5,0
945,5,2.1991148575128553e-9,0,5,0
946,3,5.864306286700948e-9,0,3,0
947,0.9999999999999951,9.916960809831764e-8,0,1,1
948,4,9.00589894029074e-9,0,4,0
949,2,9.00589894029074e-9,0,2,0
950,4,3.246312408709453e-9,0,4,0
951,1.9999999999999996,3.351032163829112e-8,0,1.9999999999999996,0
952,5,3.1415926535897936e-9,0,5,0
953,0.999999999999995,9.97979266290356e-8,0,0.9999999999999999,1
954,4,6.387905062299247e-9,0,4,0
955,1.9999999999999998,2.0525072003453314e-8,0,1.9999999999999998,0
956,2.9999999999999996,2.5446900494077323e-8,0,2.9999999999999996,0
957,3,4.50294947014537e-9,0,3,0
958,1.9999999999999987,5.0370202212556326e-8,0,1.9999999999999991,0
959,2,1.5079644737231007e-8,0,2,0
960,8,2.0943951023931954e-9,0,8,0
961,2,6.492624817418906e-9,0,2,0
962,3,5.445427266222309e-9,0,3,0
963,3,1.1833332328521554e-8,0,3,0
964,2.9999999999999996,2.5656340004316643e-8,0,2.9999999999999996,0
965,1.9999999999999998,2.0734511513692633e-8,0,1.9999999999999998,0
966,4,3.6651914291880922e-9,0,4,0
967,0.9999999999999949,1.0126400320071083e-7,0,1,1
968,5,2.932153143350474e-9,0,5,0
969,3,4.084070449666731e-9,0,3,0
970,3,1.0890854532444617e-8,0,3,0
971,0.9999999999999948,1.0168288222118947e-7,0,0.9999999999999999,1
972,7,1.989675347273536e-9,0,7,0
973,2,1.5289084247470326e-8,0,2,0
974,1.9999999999999987,5.1207960253513604e-8,0,1.9999999999999991,0
975,4,2.7227136331111543e-9,0,4,0
976,5,7.225663103256525e-9,0,5,0
977,0.9999999999999948,1.0231120075190743e-7,0,0.9999999999999999,1
978,3,1.7592918860102842e-8,0,3,0
979,2,1.0471975511965978e-8,0,2,0
980,5,2.4085543677521745e-9,0,5,0
981,3,1.2042771838760874e-8,0,3,0
982,1.9999999999999987,5.1626839273992244e-8,0,1.9999999999999991,0
983,0.9999999999999947,1.0293951928262538e-7,0,1,1
984,5,5.235987755982989e-9,0,5,0
985,1.9999999999999998,2.1153390534171272e-8,0,1.9999999999999998,0
986,3,5.026548245743669e-9,0,3,0
987,3,5.969026041820608e-9,0,3,0
988,4,3.769911184307752e-9,0,4,0
989,2,6.911503837897545e-9,0,2,0
990,5,2.5132741228718347e-9,0,5,0
991,0.9999999999999946,1.0377727732358266e-7,0,0.9999999999999999,1
992,6,4.293509959906051e-9,0,6,0
993,1.9999999999999996,3.4976398209966355e-8,0,1.9999999999999996,0
994,3,8.377580409572782e-9,0,3,0
995,1.9999999999999998,2.1362830044410592e-8,0,1.9999999999999998,0
996,4,9.42477796076938e-9,0,4,0
997,0.9999999999999946,1.0440559585430061e-7,0,0.9999999999999999,1
998,1.9999999999999987,5.2464597314949515e-8,0,1.9999999999999991,0
999,4,4.81710873550435e-9,0,4,0
1000,6,2.1991148575128553e-9,0,6,0
1001,3,3.246312408709453e-9,0,3,0
1002,3,1.801179788058148e-8,0,3,0
1003,2,7.958701389094143e-9,0,2,0
1004,2.9999999999999996,2.670353755551324e-8,0,2.9999999999999996,0
1005,3,7.853981633974483e-9,0,3,0
1006,1.9999999999999987,5.2883476335428155e-8,0,1.9999999999999991,0
1007,2,7.539822368615503e-9,0,2,0
1008,7,2.1991148575128553e-9,0,7,0
1009,0.9999999999999944,1.0566223291573651e-7,0,1,1
1010,3,1.1309733552923257e-8,0,3,0
1011,1.9999999999999993,3.560471674068432e-8,0,1.9999999999999993,0
1012,4,3.979350694547071e-9,0,4,0
1013,0.9999999999999943,1.0608111193621515e-7,0,0.9999999999999999,1
1014,4,3.246312408709453e-9,0,4,0
1015,3,4.293509959906051e-9,0,3,0
1016,4,1.392772743091475e-8,0,4,0
1017,3,1.2461650859239513e-8,0,3,0
1018,1.9999999999999987,5.351179486614612e-8,0,1.9999999999999991,0
1019,0.9999999999999943,1.0670943046693311e-7,0,0.9999999999999999,1
1020,5,3.0368728984701338e-9,0,5,0
1021,0.9999999999999943,1.0691886997717243e-7,0,0.9999999999999999,1
1022,3,8.587019919812101e-9,0,3,0
1023,3,4.71238898038469e-9,0,3,0
1024,10,2.094395102393196e-9,0,10,0
1025,3,5.340707511102649e-9,0,3,0
1026,5,3.141592653589793e-9,0,5,0
1027,2,9.6342174710087e-9,0,2,0
1028,2.9999999999999996,2.7331856086231196e-8,0,2.9999999999999996,0
1029,4,2.5132741228718343e-9,0,4,0
1030,3,1.1519173063162576e-8,0,3,0
1031,0.9999999999999942,1.0796606752836902e-7,0,1,1
1032,5,5.445427266222309e-9,0,5,0
1033,0.9999999999999941,1.0817550703860833e-7,0,0.9999999999999999,1
1034,3,6.283185307179587e-9,0,3,0
1035,4,3.5604716740684324e-9,0,4,0
1036,4,5.026548245743669e-9,0,4,0
1037,2,8.168140899333462e-9,0,2,0
1038,3,1.8640116411299437e-8,0,3,0
1039,0.9999999999999941,1.088038255693263e-7,0,0.9999999999999999,1
1040,6,2.7227136331111543e-9,0,6,0
1041,1.9999999999999993,3.665191429188091e-8,0,1.9999999999999998,0
1042,1.9999999999999987,5.4768431927582035e-8,0,1.9999999999999991,0
1043,2,1.6336281798666924e-8,0,2,0
1044,5,4.084070449666731e-9,0,5,0
1045,3,3.665191429188092e-9,0,3,0
1046,1.9999999999999984,5.497787143782135e-8,0,1.999999999999999,0
1047,1.9999999999999993,3.6861353802120235e-8,0,1.9999999999999998,0
1048,4,1.434660645139339e-8,0,4,0
1049,0.999999999999994,1.0985102312052287e-7,0,1,1
1050,5,2.303834612632515e-9,0,5,0
1051,0.9999999999999939,1.100604626307622e-7,0,0.9999999999999999,1
1052,2.9999999999999996,2.7960174616949155e-8,0,2.9999999999999996,0
1053,5,2.6179938779914945e-9,0,5,0
1054,3,5.235987755982989e-9,0,3,0
1055,1.9999999999999998,2.2619467105846507e-8,0,1.9999999999999998,0
1056,7,2.5132741228718347e-9,0,7,0
1057,2,1.6545721308906244e-8,0,2,0
1058,3,5.026548245743669e-9,0,3,0
1059,1.9999999999999993,3.7280232822598874e-8,0,1.9999999999999998,0
1060,4,6.492624817418907e-9,0,4,0
1061,0.9999999999999938,1.111076601819588e-7,0,1,1
1062,4,7.016223593017205e-9,0,4,0
1063,0.9999999999999938,1.1131709969219812e-7,0,1,1
1064,5,3.351032163829113e-9,0,5,0
1065,3,8.272860654453122e-9,0,3,0
1066,3,5.864306286700948e-9,0,3,0
1067,2,1.1309733552923257e-8,0,2,0
1068,4,1.0053096491487339e-8,0,4,0
1069,0.9999999999999938,1.1194541822291606e-7,0,1,1
1070,3,1.1938052083641214e-8,0,3,0
1071,4,3.1415926535897936e-9,0,4,0
1072,5,7.853981633974483e-9,0,5,0
1073,2,6.911503837897544e-9,0,2,0
1074,3,1.9268434942017396e-8,0,3,0
1075,3,5.5501470213419685e-9,0,3,0
1076,2.9999999999999996,2.8588493147667114e-8,0,2.9999999999999996,0
1077,1.9999999999999993,3.790855135331683e-8,0,1.9999999999999998,0
1078,4,2.8274333882308137e-9,0,4,0
1079,2,1.0053096491487339e-8,0,2,0
1080,7,2.0943951023931954e-9,0,7,0
1081,2,7.3303828583761845e-9,0,2,0
1082,1.9999999999999984,5.6862827029975224e-8,0,1.9999999999999993,0
1083,3,4.293509959906051e-9,0,3,0
1084,2.9999999999999996,2.8797932657906434e-8,0,2.9999999999999996,0
1085,3,4.50294947014537e-9,0,3,0
1086,3,1.9477874452256715e-8,0,3,0
1087,0.9999999999999936,1.1383037381506992e-7,0,1,1
1088,7,3.0368728984701338e-9,0,7,0
1089,4,2.932153143350474e-9,0,4,0
1090,3,1.2147491593880533e-8,0,3,0
1091,0.9999999999999934,1.1424925283554856e-7,0,0.9999999999999999,1
